83899.000000,4749,11778,2,21ODJ862,959.337769,612.230713,145.117188,144.503906,1403.235229,-1762.559326,65.471634,1
83899.000000,4749,12802,2,60HNN672,1514.439209,700.576660,190.151245,132.653931,1390.036377,-1772.879395,65.060188,1
83899.000000,4749,14594,7,40NJM325,1608.805176,141.803101,131.975464,97.997040,1420.904053,-1837.434692,70.300392,1
83899.000000,4749,25346,2,03EFA758,928.814453,315.763397,78.922302,52.261292,1428.008667,-1779.354858,65.877937,1
83899.000000,4749,16898,2,83USU197,1519.890625,190.892639,62.533936,43.153351,1418.956055,-1822.185059,68.767838,1
83982.000000,4751,11778,2,21ODJ862,971.750427,623.677612,148.771118,147.912842,1402.474854,-1762.470337,65.458740,1
83982.000000,4751,12802,2,60HNN672,1497.795410,694.995850,188.117920,131.290405,1390.475220,-1772.739014,65.065964,1
83982.000000,4751,14594,7,40NJM325,1612.363037,140.451843,131.461060,96.726128,1420.948486,-1838.046021,70.331062,1
83982.000000,4751,25346,2,03EFA758,925.486511,316.986023,79.261230,52.554077,1427.937866,-1779.080322,65.878693,1
83982.000000,4751,16898,2,83USU197,1523.588867,188.943314,62.194702,42.836792,1419.054321,-1822.806274,68.805145,1
84063.000000,4753,11778,2,21ODJ862,984.295288,635.505249,151.960510,149.967346,1401.725220,-1762.375854,65.442688,1
84063.000000,4753,12802,2,60HNN672,1481.928711,689.380615,186.141113,129.182922,1390.903931,-1772.607788,65.077782,1
84063.000000,4753,14594,7,40NJM325,1615.770142,139.274231,131.017334,95.779556,1420.991211,-1838.639526,70.351913,1
84063.000000,4753,25346,2,03EFA758,922.377563,318.434021,79.569336,52.826111,1427.871460,-1778.824585,65.862564,1
84063.000000,4753,16898,2,83USU197,1527.134888,187.087433,61.868164,42.533859,1419.149292,-1823.407715,68.840385,1
84146.000000,4755,11778,2,21ODJ862,997.687988,648.462646,154.465088,152.103699,1400.932983,-1762.261719,65.430496,1
84146.000000,4755,12802,2,60HNN672,1465.741943,683.311096,184.002808,126.156128,1391.351074,-1772.474243,65.099457,1
84146.000000,4755,14594,7,40NJM325,1619.300781,138.023285,130.553711,94.830917,1421.034668,-1839.255493,70.376472,1
84146.000000,4755,25346,2,03EFA758,919.243408,319.893402,79.883484,53.098938,1427.804932,-1778.568237,65.846397,1
84146.000000,4755,16898,2,83USU197,1530.773193,185.186752,61.527954,42.227417,1419.247314,-1824.030151,68.876785,1
84229.000000,4757,11778,2,21ODJ862,1011.301392,662.006104,156.474915,155.473450,1400.131714,-1762.134644,65.424088,1
84229.000000,4757,12802,2,60HNN672,1449.906372,677.220581,181.843506,123.088562,1391.796265,-1772.343384,65.124771,1
84229.000000,4757,14594,7,40NJM325,1622.781616,136.797134,130.088135,93.927246,1421.076904,-1839.865723,70.400673,1
84229.000000,4757,25346,2,03EFA758,916.234924,321.296692,80.187500,53.358734,1427.741211,-1778.323364,65.830910,1
84229.000000,4757,16898,2,83USU197,1534.337891,183.327271,61.202759,41.930145,1419.343994,-1824.645386,68.912704,1
84312.000000,4759,11778,2,21ODJ862,1025.283813,676.403503,158.574951,160.920776,1399.305908,-1761.990967,65.425636,1
84312.000000,4759,12802,2,60HNN672,1434.059326,671.152588,179.673218,120.208923,1392.248047,-1772.211792,65.148720,1
84312.000000,4759,14594,7,40NJM325,1626.278809,135.547577,129.624390,93.070023,1421.119385,-1840.482056,70.426689,1
84312.000000,4759,25346,2,03EFA758,913.287842,322.669983,80.489990,53.600128,1427.679077,-1778.084717,65.815910,1
84312.000000,4759,16898,2,83USU197,1537.899902,181.472107,60.886719,41.634598,1419.441162,-1825.265381,68.948868,1
84395.000000,4761,11778,2,21ODJ862,1039.543091,691.279053,161.527283,167.313538,1398.475586,-1761.841675,65.435013,1
84395.000000,4761,12802,2,60HNN672,1418.496826,665.520996,177.641968,118.303894,1392.695557,-1772.081665,65.161362,1
84395.000000,4761,14594,7,40NJM325,1629.715088,134.301041,129.179565,92.316772,1421.161011,-1841.090332,70.454102,1
84395.000000,4761,25346,2,03EFA758,910.468140,323.986572,80.780029,53.834808,1427.619751,-1777.857422,65.801552,1
84395.000000,4761,16898,2,83USU197,1541.383423,179.663361,60.700439,41.336563,1419.536377,-1825.876099,68.984428,1
84476.000000,4763,11778,2,21ODJ862,1054.688232,706.245972,166.594360,173.535889,1397.645020,-1761.707031,65.455391,1
84476.000000,4763,12802,2,60HNN672,1403.291504,660.260254,175.779297,117.201843,1393.137207,-1771.953491,65.165504,1
84476.000000,4763,14594,7,40NJM325,1633.079224,133.087494,128.746826,91.646736,1421.201294,-1841.688721,70.480927,1
84476.000000,4763,25346,2,03EFA758,907.780273,325.241882,81.057983,54.055084,1427.563354,-1777.641724,65.787964,1
84476.000000,4763,16898,2,83USU197,1544.802490,177.907532,60.638550,41.036926,1419.628052,-1826.476318,69.019257,1
84554.000000,4765,11778,2,21ODJ862,1071.086914,721.111450,174.045532,178.339111,1396.824707,-1761.602783,65.480064,1
84554.000000,4765,12802,2,60HNN672,1388.662109,655.273438,174.038696,116.450745,1393.567383,-1771.828857,65.166901,1
84554.000000,4765,14594,7,40NJM325,1636.335083,131.919495,128.345947,91.061745,1421.239746,-1842.270386,70.506889,1
